Business Legal Name,Date Layoff/Closure Starts,Date of WARN Notice ,Date Posted  ,Impacted Site Address,Impacted Site County,Layoff or Closure?,Permanent or Temporary Layoff?,Reason for Layoff/Closure   ,Index,Number of Affected Workers ,Number of Affected Workers 
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"172 North Main Street  Gloversville, NY, 12078",Genesee,Closure,Permanent,Economic,135,8,8
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"180 Route 52  Carmel, NY, 10512",Putnam,Closure,Permanent,Economic,195,11,11
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"190 Main Street  East Aurora, NY, 14052",Erie,Closure,Permanent,Economic,92,11,11
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"201 Conklin Avenue  Binghamton, NY, 13903",Broome,Closure,Permanent,Economic,66,8,8
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"209 Mount Zoar Street  Elmira, NY, 14904",Chemung,Closure,Permanent,Economic,78,10,10
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"210 Post Avenue  Westbury, NY, 11590",Nassau,Closure,Permanent,Economic,157,17,17
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"214 Central Avenue  Silver Creek, NY, 14136",Chautauqua,Closure,Permanent,Economic,74,10,10
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"229 Independence Plaza  Selden, NY, 11784",Suffolk,Closure,Permanent,Economic,224,8,8
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"238 Hooker Avenue  Poughkeepsie, NY, 12603",Dutchess,Closure,Permanent,Economic,84,15,15
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"245-14 Francis Lewis Blvd  Rosedale, NY, 11422",Queens,Closure,Permanent,Economic,209,19,19
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"265 North Union Street  Olean, NY, 14760",Cattaraugus,Closure,Permanent,Economic,70,13,13
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"272 Hoosick Street  Troy, NY, 12180",Rensselaer,Closure,Permanent,Economic,212,9,9
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"284 Connecticut Street  Buffalo, NY, 14213",Erie,Closure,Permanent,Economic,93,11,11
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"320 Main Street  Beacon, NY, 12508",Dutchess,Closure,Permanent,Economic,85,9,9
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"320 Smith Street  Brooklyn, NY, 11231",Kings,Closure,Permanent,Economic,138,16,16
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"338 West Washington Street  Bath, NY, 14810",Steuben,Closure,Permanent,Economic,219,14,14
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"343 Meadow Drive  North Tonawanda, NY, 14120",Niagara,Closure,Permanent,Economic,166,7,7
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"350 Niagara Street  Buffalo, NY, 14201",Erie,Closure,Permanent,Economic,94,16,16
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"391 West Main Street  Huntington, NY, 11743",Suffolk,Closure,Permanent,Economic,225,14,14
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"400 Chestnut Street  Oneonta, NY, 13820",Otsego,Closure,Permanent,Economic,193,13,13
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"405 Erie Boulevard West  Rome, NY, 13440",Oneida,Closure,Permanent,Economic,178,15,15
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"419 Division Street  North Tonawanda, NY, 14120",Niagara,Closure,Permanent,Economic,167,13,13
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"420 Hamilton Street  Geneva, NY, 14456",Ontario,Closure,Permanent,Economic,188,11,11
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"424 Elmwood Ave.  Buffalo, NY, 14222",Erie,Closure,Permanent,Economic,95,7,7
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"476 William Street  Buffalo, NY, 14206",Erie,Closure,Permanent,Economic,96,14,14
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"480 Evans Road  Williamsville, NY, 14221",Erie,Closure,Permanent,Economic,97,9,9
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"485 Broadway  Kingston, NY, 12401",Ulster,Closure,Permanent,Economic,232,12,12
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"511 Hooper Road  Endwell, NY, 13760",Broome,Closure,Permanent,Economic,67,6,6
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"519 Butternut Street  Syracuse, NY, 13208",Onondaga,Closure,Permanent,Economic,182,20,20
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"532A Union Blvd.  West Islip, NY, 11795",Suffolk,Closure,Permanent,Economic,226,16,16
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"534 Hudson Street  New York, NY, 10014",New York,Closure,Permanent,Economic,162,19,19
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"539 North Main Street  Canandaigua, NY, 14424",Ontario,Closure,Permanent,Economic,189,13,13
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"600 North Wellwood Avenue  Lindenhurst, NY, 11757",Suffolk,Closure,Permanent,Economic,227,15,15
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"601 E. Main Street  Batavia, NY, 14020",Genesee,Closure,Permanent,Economic,136,10,10
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"605 Titus Avenue  Rochester, NY, 14617",Monroe,Closure,Permanent,Economic,150,10,10
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"654 Colvin Avenue  Kenmore, NY, 14217",Erie,Closure,Permanent,Economic,98,13,13
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"657 Broadway  Newburgh, NY, 12550",Orange,Closure,Permanent,Economic,191,15,15
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"701 Route 211 East  Middletown, NY, 10941",Orange,Closure,Permanent,Economic,192,10,10
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"731 Center Street  Lewiston, NY, 14092",Niagara,Closure,Permanent,Economic,168,7,7
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"783 Manhattan Avenue  Brooklyn, NY, 11222",Kings,Closure,Permanent,Economic,139,12,12
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"789 Tonawanda Street  Buffalo, NY, 14207",Erie,Closure,Permanent,Economic,99,13,13
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"798 Harlem Road  West Seneca, NY, 14224",Erie,Closure,Permanent,Economic,100,11,11
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"803 Montauk Hwy Unit D  Shirley, NY, 11967",Suffolk,Closure,Permanent,Economic,228,11,11
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"804 Route 82  Hopewell Junction, NY, 12533",Dutchess,Closure,Permanent,Economic,86,10,10
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"845 Abbott Road  Buffalo, NY, 14220",Erie,Closure,Permanent,Economic,101,9,9
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"864 Middle Country Road  Middle Island, NY, 11953",Suffolk,Closure,Permanent,Economic,229,10,10
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"871 Saw Mill River Road  Ardsley, NY, 10502",Westchester,Closure,Permanent,Economic,235,10,10
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"950-960 Southern Boulevard  Bronx, NY, 10459",Bronx,Closure,Permanent,Economic,63,21,21
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"961 Port Washington Blvd.  Port Washington, NY, 11050",Nassau,Closure,Permanent,Economic,158,16,16
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"963 Fairmount Avenue West  Jamestown, NY, 14701",Chautauqua,Closure,Permanent,Economic,75,9,9
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"1000 North Clinton Avenue  Rochester, NY, 14621",Monroe,Closure,Permanent,Economic,151,12,12
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"1000 Pennsylvania Avenue  Elmira, NY, 14904",Chemung,Closure,Permanent,Economic,79,10,10
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"1030 Pine Avenue  Niagara Falls, NY, 14301",Niagara,Closure,Permanent,Economic,169,16,16
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"1067 State Route 222  Cortland, NY, 13045",Cortland,Closure,Permanent,Economic,82,15,15
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"1070 Genesee Street  Buffalo, NY, 14211",Erie,Closure,Permanent,Economic,102,11,11
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"1166 Central Avenue  Dunkirk, NY, 14048",Chautauqua,Closure,Permanent,Economic,76,10,10
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"1200 Deer Park Avenue  North Babylon, NY, 11703",Suffolk,Closure,Permanent,Economic,230,11,11
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"1224 East Lovejoy Street  Buffalo, NY, 14206",Erie,Closure,Permanent,Economic,103,7,7
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"1225 Western Avenue  Albany, NY, 12203",Albany,Closure,Permanent,Economic,60,16,16
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"1410 Delaware Avenue  Buffalo, NY, 14209",Erie,Closure,Permanent,Economic,104,13,13
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"1454 Union Road  West Seneca, NY, 14224",Erie,Closure,Permanent,Economic,105,8,8
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"1483 Route 9  Clifton Park, NY, 12065",Saratoga,Closure,Permanent,Economic,215,8,8
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"1511 Route 22 Suite A  Brewster, NY, 10509",Putnam,Closure,Permanent,Economic,196,11,11
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"1604 Route 9  Wappingers Falls, NY, 12590",Dutchess,Closure,Permanent,Economic,87,9,9
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"1631-43 Pitkin Avenue  Brooklyn, NY, 11212",Kings,Closure,Permanent,Economic,140,17,17
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"1640 Hopkins Road  Williamsville, NY, 14221",Erie,Closure,Permanent,Economic,106,14,14
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"1679 Bedford Avenue  Brooklyn, NY, 11225",Kings,Closure,Permanent,Economic,141,12,12
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"1701 Route 9  Clifton Park, NY, 12065",Saratoga,Closure,Permanent,Economic,216,10,10
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"1792 North Goodman Street  Rochester, NY, 14609",Monroe,Closure,Permanent,Economic,152,14,14
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"1820 Teall Ave  Syracuse, NY, 13206",Onondaga,Closure,Permanent,Economic,183,10,10
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"1863 Central Avenue  Colonie, NY, 12205",Albany,Closure,Permanent,Economic,61,11,11
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"1896 Route 6  Carmel, NY, 10512",Putnam,Closure,Permanent,Economic,197,7,7
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"1924 Genesee Street  Utica, NY, 13502",Oneida,Closure,Permanent,Economic,179,12,12
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"1941 Seneca Street  Buffalo, NY, 14210",Erie,Closure,Permanent,Economic,107,10,10
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"1950 Fulton Street  Brooklyn, NY, 11233",Kings,Closure,Permanent,Economic,142,19,19
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"2063 Bartow Avenue  Bronx, NY, 10475",Bronx,Closure,Permanent,Economic,64,14,14
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"2064 Mill Avenue  Brooklyn, NY, 11234",Kings,Closure,Permanent,Economic,143,16,16
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"2144 Grand Central Avenue  Horseheads, NY, 14845",Chemung,Closure,Permanent,Economic,80,11,11
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"2175 South Park Avenue  Buffalo, NY, 14220",Erie,Closure,Permanent,Economic,108,7,7
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"2260 Jerusalem Avenue  North Bellmore, NY, 11710",Nassau,Closure,Permanent,Economic,159,14,14
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"2315 William Street  Buffalo, NY, 14206",Erie,Closure,Permanent,Economic,109,10,10
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"2325 Grand Island Blvd.  Grand Island, NY, 14072",Erie,Closure,Permanent,Economic,110,12,12
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"2330 Niagara Falls Blvd.  Tonawanda, NY, 14150",Erie,Closure,Permanent,Economic,111,13,13
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"2401 Genesee Street  Cheektowaga, NY, 14225",Erie,Closure,Permanent,Economic,112,15,15
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"2545 Millersport Highway  Getzville, NY, 14068",Erie,Closure,Permanent,Economic,113,8,8
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"2561 Union Road  Cheektowaga, NY, 14227",Erie,Closure,Permanent,Economic,114,12,12
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"2585 Main Street  Buffalo, NY, 14214",Erie,Closure,Permanent,Economic,115,7,7
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"2865 Elmwood Avenue  Kenmore, NY, 14217",Erie,Closure,Permanent,Economic,116,12,12
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"2898 Westinghouse Road  Horseheads, NY, 14845",Chemung,Closure,Permanent,Economic,81,7,7
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"3027 Route 50  Saratoga Springs, NY, 12866",Saratoga,Closure,Permanent,Economic,217,10,10
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"3050 Union Road  Orchard Park, NY, 14127",Erie,Closure,Permanent,Economic,117,21,21
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"3071-3085 South Park Avenue  Lackawanna, NY, 14218",Erie,Closure,Permanent,Economic,118,12,12
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"3350 North Road  Poughkeepsie, NY, 12601",Dutchess,Closure,Permanent,Economic,88,10,10
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"3636 Ransomville Road  Ransomville, NY, 14131",Niagara,Closure,Permanent,Economic,170,7,7
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"3700-06 Junction Boulevard  Flushing, NY, 11368",Queens,Closure,Permanent,Economic,210,11,11
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"3795 East Main Road  Fredonia, NY, 14063",Chautauqua,Closure,Permanent,Economic,77,10,10
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"3823 Nostrand Avenue  Brooklyn, NY, 11235",Kings,Closure,Permanent,Economic,144,18,18
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"3924 Harlem Road  Amherst, NY, 14226",Erie,Closure,Permanent,Economic,119,10,10
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"3950 Union Road  Cheektowaga, NY, 14225",Erie,Closure,Permanent,Economic,120,13,13
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"3987 Lockport Olcott Road  Lockport, NY, 14094",Niagara,Closure,Permanent,Economic,171,15,15
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"4018 Seneca Street  West Seneca, NY, 14224",Erie,Closure,Permanent,Economic,121,10,10
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"4046 Broadway  New York, NY, 10032",New York,Closure,Permanent,Economic,163,26,26
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"4060 North Buffalo Street  Orchard Park, NY, 14127",Erie,Closure,Permanent,Economic,122,9,9
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"4155 West Main Street  Batavia, NY, 14020",Genesee,Closure,Permanent,Economic,137,12,12
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"4159 White Plains Road  Bronx, NY, 10466",Bronx,Closure,Permanent,Economic,65,22,22
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"4374 Buffalo Road  North Chili, NY, 14514",Monroe,Closure,Permanent,Economic,153,9,9
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"4407 Military Road  Niagara Falls, NY, 14305",Niagara,Closure,Permanent,Economic,172,10,10
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"4854 Commercial Drive  New Hartford, NY, 13413",Oneida,Closure,Permanent,Economic,180,9,9
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"4937 Transit Road  Depew, NY, 14043",Erie,Closure,Permanent,Economic,123,9,9
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"5125 Merrick Road  Massapequa Park, NY, 11762",Nassau,Closure,Permanent,Economic,160,10,10
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"5224 Fifth Avenue  Brooklyn, NY, 11220",Kings,Closure,Permanent,Economic,145,16,16
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"5335 West Genesee St Ste 20  Camillus, NY, 13031",Onondaga,Closure,Permanent,Economic,184,6,6
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"5380 West Taft Road  North Syracuse, NY, 13212",Onondaga,Closure,Permanent,Economic,185,10,10
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"5447 Main Street  Williamsville, NY, 14221",Erie,Closure,Permanent,Economic,124,8,8
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"5507 Nesconset Hwy Ste 100  Mount Sinai, NY, 11766",Suffolk,Closure,Permanent,Economic,231,11,11
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"5999 South Park Avenue  Hamburg, NY, 14075",Erie,Closure,Permanent,Economic,125,7,7
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"6000 Transit Road  Depew, NY, 14043",Erie,Closure,Permanent,Economic,126,6,6
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"6423 Fort Hamilton Pkwy.  Brooklyn, NY, 11219",Kings,Closure,Permanent,Economic,146,15,15
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"6616 Lincoln Avenue  Lockport, NY, 14094",Niagara,Closure,Permanent,Economic,173,12,12
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"6900 4th Avenue  Brooklyn, NY, 11209",Kings,Closure,Permanent,Economic,147,10,10
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"6939 Erie Road  Derby, NY, 14047",Erie,Closure,Permanent,Economic,127,12,12
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"7118 3rd Avenue  Brooklyn, NY, 11209",Kings,Closure,Permanent,Economic,148,16,16
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"7245 Henry Clay Blvd  Liverpool, NY, 13088",Onondaga,Closure,Permanent,Economic,186,22,22
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"7804 Buffalo Avenue  Niagara Falls, NY, 14304",Niagara,Closure,Permanent,Economic,174,8,8
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"8015 Niagara Falls Boulevard  Niagara Falls, NY, 14304",Niagara,Closure,Permanent,Economic,175,11,11
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"8079 North Main Street  Eden, NY, 14057",Erie,Closure,Permanent,Economic,128,7,7
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"8530 Transit Rd  Amherst, NY, 14221",Erie,Closure,Permanent,Economic,129,10,10
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"9062 Erie Road  Angola, NY, 14006",Erie,Closure,Permanent,Economic,130,11,11
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"9160 Main Street  Clarence, NY, 14031",Erie,Closure,Permanent,Economic,131,12,12
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"9302 3rd Avenue  Brooklyn, NY, 11209",Kings,Closure,Permanent,Economic,149,16,16
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"12208 N.Y. State Route 16  Yorkshire, NY, 14173",Cattaraugus,Closure,Permanent,Economic,71,12,12
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"12983 Main Road  Akron, NY, 14001",Erie,Closure,Permanent,Economic,132,16,16
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"13090 Broadway Road  Alden, NY, 14004",Erie,Closure,Permanent,Economic,133,13,13
Rite Aid,2025-06-04,2025-05-05,2025-05-23,"Del-Ton Plaza  Tonawanda, NY, 14150",Erie,Closure,Permanent,Economic,134,13,13
"Saks & Company, LLC.",2025-12-31,2025-09-10,2025-09-19,"125 East 57th Street  New York, NY, 10022",New York,Closure,Permanent,Other,23,33,33
"SDH Education West, LLC",2025-06-04,2025-04-10,2025-04-17,"2900 Purchase St.  Purchase, NY, 10577",Westchester,Layoff,Permanent,Contract Loss,63,40,40
"SDH Education West, LLC d/b/a Sodexo - Univ at Albany Campus",2026-01-05,2025-10-07,2025-11-21,"1400 Washington Ave  Albany, NY, 12222",Albany,Closure,Permanent,Contract Termination,8,179,179
"Securitech Group, Inc.",2025-10-10,2025-07-02,2025-09-15,"54-60 46th St,  Maspeth, NY, 11378",Queens,Closure,Permanent,Relocation of Business,8,43,43
"Semikron Danfoss, LLC.",2025-06-19,2025-06-18,2026-02-03,"330 Technology Drive  Marcy, NY, 13502",Oneida,Layoff,Permanent,Other,7,117,117
"Serta Simmons Bedding, LLC.",2025-12-02,2025-09-03,2025-09-19,"2375 Parkway Drive  Jamestown, NY, 14701",Chautauqua,Closure,Permanent,Economic,39,83,83
"Sky Projects by Rhubarb, LLC.",2025-04-30,2025-04-25,2025-04-30,"30 Hudson Yards  New York, NY, 10001",New York,Closure,Permanent,Contract Termination,32,228,228
"Smart Pick, Inc.",2025-10-31,2025-10-20,2025-12-12,"231 Cropsey Aven  Brooklyn, NY, 11224",Kings,Layoff,Temporary,Contract Termination,7,72,72
"Sonder USA, Inc.",2026-01-29,2025-10-31,2026-04-13,"1 Platt Street  New York, NY, 10038",New York,Closure,Permanent,Bankruptcy Funding Loss,2,43,43
"Sonder USA, Inc.",2026-01-29,2025-10-31,2026-04-13,"2 washington street  New York, NY, 10004",New York,Closure,Permanent,Bankruptcy Funding Loss,3,13,13
"Sonder USA, Inc.",2026-01-29,2025-10-31,2026-04-13,"9 west 26th street  New York, NY, 10010",New York,Closure,Permanent,Bankruptcy Funding Loss,4,4,4
"Sonder USA, Inc.",2026-01-29,2025-10-31,2026-04-13,"15 w 56th Street  New York, NY, 10019",New York,Closure,Permanent,Bankruptcy Funding Loss,5,7,7
"Sonder USA, Inc.",2026-01-29,2025-10-31,2026-04-13,"24 E 39th St  New York, NY, 10016",New York,Closure,Permanent,Bankruptcy Funding Loss,6,3,3
"Sonder USA, Inc.",2026-01-29,2025-10-31,2026-04-13,"37 w 24th street  New York, NY, 10010",New York,Closure,Permanent,Bankruptcy Funding Loss,7,6,6
"Sonder USA, Inc.",2026-01-29,2025-10-31,2026-04-13,"39-35 27th Street  Long Island City, NY, 11101",Queens,Closure,Permanent,Bankruptcy Funding Loss,10,5,5
"Sonder USA, Inc.",2026-01-29,2025-10-31,2026-04-13,"45-06 Pearson Street  Long Island City, NY, 11101",Queens,Closure,Permanent,Bankruptcy Funding Loss,11,5,5
"Sonder USA, Inc.",2026-01-29,2025-10-31,2026-04-13,"130 Duane St  New York, NY, 10013",New York,Closure,Permanent,Bankruptcy Funding Loss,8,5,5
"Sonder USA, Inc.",2026-01-29,2025-10-31,2026-04-13,"139 Orchard Street  New York, NY, 10002",New York,Closure,Permanent,Bankruptcy Funding Loss,9,6,6
"Sonder USA, Inc.",2026-01-29,2025-10-31,2026-04-13,"651 Union Street  Brooklyn, NY, 11215",Kings,Closure,Permanent,Bankruptcy Funding Loss,1,4,4
"Spirit Airlines, LLC.",2026-01-31,2025-10-31,2026-03-18,"9400 Ditmars Blvd  East Elmhurst, NY, 11369",Queens,Layoff,Temporary,Other,2,0,0
"Staffing Boutique, Inc.",2025-02-07,2025-01-27,2025-02-27,"50 East River Lane Randall’s Island Athletic Field #83 New York, NY, 10035",New York,Closure,Permanent,Contract Termination Government Ordered Closing,1,117,117
"Staffing Boutique, Inc.",2025-02-07,2025-01-27,2025-02-27,"99 Washington Street  New York, NY, 10013",New York,Closure,Permanent,Contract Termination Government Ordered Closing,2,63,63
"Staffing Boutique, Inc.",2025-02-07,2025-01-27,2025-02-27,"117 West 70th Street  New York, NY, 10023",New York,Closure,Permanent,Contract Termination Government Ordered Closing,3,34,34
"Staffing Boutique, Inc.",2025-02-07,2025-01-27,2025-02-27,"207 West 85th Street  New York, NY, 10024",New York,Closure,Permanent,Contract Termination Government Ordered Closing,4,23,23
"Staffing Boutique, Inc.",2025-02-07,2025-01-27,2025-02-27,"520 West 49th Street  New York, NY, 10023",New York,Closure,Permanent,Contract Termination Government Ordered Closing,5,2,2
"Startek USA, Inc.",2025-04-30,2025-01-31,2025-03-07,"Remote Work From Home Employee  Utica, NY, 13501",Oneida,Layoff,Permanent,Contract Loss,65,151,151
"Technicolor Creative Services USA, Inc.",2025-02-24,2025-02-21,2025-03-11,"451 Broadway 6th Floor  New York, NY, 10013",New York,Closure,Permanent,Other,52,226,226
"Terphane, LLC.",2025-06-30,2025-03-29,2026-03-17,"2754 West Park Drive  Bloomfield, NY, 14469",Ontario,Closure,Permanent,Relocation of Business,2,49,49
"The Child Center of NY, Inc.",2025-12-31,2025-10-01,2025-11-14,"12 Metrotech Center S.  Brooklyn, NY, 11201",Kings,Closure,Permanent,Contract Loss,14,11,11
"The Child Center of NY, Inc.",2025-12-31,2025-10-01,2025-11-14,"92-31 Union Hall 3rd Floor Jamaica, NY, 11433",Queens,Closure,Permanent,Contract Loss,17,9,9
"The Child Center of NY, Inc.",2025-12-31,2025-10-01,2025-11-14,"165-15 Archer Avenue Room 517 Jamaica, NY, 11433",Queens,Closure,Permanent,Contract Loss,18,2,2
"The Child Center of NY, Inc.",2025-12-31,2025-10-01,2025-11-14,"350 St. Marks Place 3rd Floor Staten Island, NY, 10301",Richmond,Closure,Permanent,Contract Loss,19,5,5
"The Child Center of NY, Inc.",2025-12-31,2025-10-01,2025-11-14,"1200 Waters Place  Bronx, NY, 10461",Bronx,Closure,Permanent,Contract Loss,10,7,7
"The Child Center of NY, Inc.",2025-12-31,2025-10-01,2025-11-14,"1274 Bedford Ave  Brooklyn, NY, 11216",Kings,Closure,Permanent,Contract Loss,15,9,9
"The Child Center of NY, Inc.",2025-12-31,2025-10-01,2025-11-14,"1775 Grand Concourse  Bronx, NY, 10453",Bronx,Closure,Permanent,Contract Loss,11,1,1
"The Child Center of NY, Inc.",2025-12-31,2025-10-01,2025-11-14,"2100 Bartow Avenue  Bronx, NY, 10475",Bronx,Closure,Permanent,Contract Loss,12,2,2
"The Child Center of NY, Inc.",2025-12-31,2025-10-01,2025-11-14,"2501 Grand Concourse, 4th Floor Bronx, NY, 10468",Bronx,Closure,Permanent,Contract Loss,13,5,5
"The Child Center of NY, Inc.",2025-12-31,2025-10-01,2025-11-14,"2554 Linden Blvd  Brooklyn, NY, 11208",Kings,Closure,Permanent,Contract Loss,16,1,1
The Children's Village,2025-12-31,2025-08-22,2025-10-22,"20 Hammond House Road  Valhalla, NY, 10595",Westchester,Closure,Permanent,Contract Termination Contract Expiration,1,114,114
"The Council of State Governments, Ltd.",2025-05-02,2025-04-28,2025-06-05,"22 Cortlandt Street, 22nd Floor  New York, NY, 10007",New York,Layoff,Permanent,Funding Loss,111,145,145
"The Door - A Center of Alternatives, Inc.",2025-03-26,2025-03-26,2025-05-09,"555 Broome Street  New York, NY, 10013",New York,Layoff,Permanent,Contract Loss,62,12,12
